index,content_type,best_model,golden_avg_score,finetuned_avg_score,base_avg_score,golden_critique,finetuned_critique,base_critique,golden_scores,finetuned_scores,base_scores
119,social_media_storytelling,A,5.0,4.25,3.25,真实感人设，完美契合品牌,专业性强，故事稍显生硬,内容常规，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感人设，完美契合品牌'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '专业性强，故事稍显生硬'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '内容常规，缺乏深度'}"
120,ecommerce_long_form,A,5.0,4.0,3.0,专业严谨，信息全面,科学可信，结构清晰,基础信息完整，略显常规,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业严谨，信息全面'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '科学可信，结构清晰'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '基础信息完整，略显常规'}"
121,paid_ad_cta,B,4.2,5.0,3.0,文案信息准确且专业，但开头略显冗长，不够简洁。,文案简洁有力，钩子吸引人，CTA明确且有效。,文案过于冗长，不符合付费广告的简洁要求，且结构复杂。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案信息准确且专业，但开头略显冗长，不够简洁。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，钩子吸引人，CTA明确且有效。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案过于冗长，不符合付费广告的简洁要求，且结构复杂。'}"
122,paid_ad_pas,A,4.8,4.4,4.0,文案简洁有力，直接点出痛点并提供解决方案，CTA明确。,文案详细且吸引人，但略显冗长，适合深度阅读场景而非快速滑动。,文案结构完整，但开头吸引力不足，可能无法在快速滑动中抓住注意力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，直接点出痛点并提供解决方案，CTA明确。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案详细且吸引人，但略显冗长，适合深度阅读场景而非快速滑动。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构完整，但开头吸引力不足，可能无法在快速滑动中抓住注意力。'}"
123,paid_ad_bab,B,4.2,5.0,3.4,文案简洁有力，但未完全遵循之前-之后-桥梁风格。,完美遵循之前-之后-桥梁风格，简洁且吸引力强。,文案过于冗长，不符合信息流广告的简洁要求。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案简洁有力，但未完全遵循之前-之后-桥梁风格。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '完美遵循之前-之后-桥梁风格，简洁且吸引力强。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案过于冗长，不符合信息流广告的简洁要求。'}"
124,paid_ad_fab,B,4.6,5.0,3.6,文案简洁有力，科学配方和核心成分的提及增强了可信度。,文案极具吸引力，简洁明了且CTA明确，14天效果的提及增加了紧迫感。,文案过于冗长，信息流广告中难以快速抓住注意力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学配方和核心成分的提及增强了可信度。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具吸引力，简洁明了且CTA明确，14天效果的提及增加了紧迫感。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案过于冗长，信息流广告中难以快速抓住注意力。'}"
125,social_media_review,A,5.0,3.5,2.5,专业且真实的使用反馈,温和但缺乏深度,过于夸张，不够专业,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且真实的使用反馈'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '温和但缺乏深度'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 2, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '过于夸张，不够专业'}"
126,social_media_educational,A,5.0,3.5,2.5,专业科普，故事性强,信息全面但缺乏亮点,广告感强，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，故事性强'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息全面但缺乏亮点'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 2, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '广告感强，缺乏深度'}"
127,social_media_myth_busting,A,4.75,3.75,2.75,专业科普，品牌契合度高,信息清晰但缺乏故事性,内容通俗但专业性不足,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息清晰但缺乏故事性'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '内容通俗但专业性不足'}"
128,social_media_storytelling,A,5.0,3.75,2.75,真实故事，情感真挚,信息丰富但广告感重,内容普通，缺乏亮点,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事，情感真挚'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息丰富但广告感重'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '内容普通，缺乏亮点'}"
129,ecommerce_long_form,A,5.0,4.0,3.0,专业性强，逻辑严谨,信息全面，略显平淡,基础信息完整，缺乏深度,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，逻辑严谨'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '信息全面，略显平淡'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '基础信息完整，缺乏深度'}"
130,paid_ad_cta,A,4.6,3.8,4.6,简洁有力，直接击中敏感肌痛点，但CTA略显常规。,文案稍显冗长，吸引力不足，CTA缺乏紧迫感。,钩子极具吸引力，但整体文案过长，不符合信息流广告的简洁要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中敏感肌痛点，但CTA略显常规。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案稍显冗长，吸引力不足，CTA缺乏紧迫感。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子极具吸引力，但整体文案过长，不符合信息流广告的简洁要求。'}"
131,paid_ad_pas,A,5.0,3.6,3.4,文案简洁有力，痛点放大解决风格鲜明，CTA明确,文案较长，开头吸引力一般，CTA较为模板化,文案过于冗长，完全不适合付费广告的短平快特性,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点放大解决风格鲜明，CTA明确'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案较长，开头吸引力一般，CTA较为模板化'}","{'score_suitability_brevity': 1, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案过于冗长，完全不适合付费广告的短平快特性'}"
132,paid_ad_bab,A,4.4,3.4,4.2,文案简洁有力，CTA明确，但未完全遵循之前-之后-桥梁风格。,文案信息准确，但缺乏足够的点击吸引力和明确的CTA。,完全遵循之前-之后-桥梁风格，点击吸引力强，但文案略显冗长。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案简洁有力，CTA明确，但未完全遵循之前-之后-桥梁风格。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案信息准确，但缺乏足够的点击吸引力和明确的CTA。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '完全遵循之前-之后-桥梁风格，点击吸引力强，但文案略显冗长。'}"
133,paid_ad_fab,A,4.8,4.4,3.6,极具冲击力的开头，迅速激发好奇心,极其精炼，信息高度压缩,灾难性的冗长，完全不适合作为付费广告,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，迅速激发好奇心'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极其精炼，信息高度压缩'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '灾难性的冗长，完全不适合作为付费广告'}"
134,social_media_review,A,5.0,3.5,2.5,真实感强，专业与情感完美融合,信息完整但缺乏深度,内容空洞，广告感强,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，专业与情感完美融合'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息完整但缺乏深度'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 2, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '内容空洞，广告感强'}"
135,social_media_educational,A,5.0,3.75,2.75,专业科普与故事完美融合,科学性强但故事性稍弱,情感丰富但专业性不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与故事完美融合'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '科学性强但故事性稍弱'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '情感丰富但专业性不足'}"
136,social_media_myth_busting,A,4.75,4.75,3.25,专业且引人入胜,故事性强，信息丰富,情感化但稍显浮夸,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '故事性强，信息丰富'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感化但稍显浮夸'}"
137,social_media_storytelling,A,5.0,3.75,2.75,真实故事与专业完美融合,信息丰富但故事性稍弱,广告感强，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事与专业完美融合'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息丰富但故事性稍弱'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '广告感强，缺乏深度'}"
138,ecommerce_long_form,A,5.0,4.0,3.0,专业性强，信息清晰，信任感高,内容专业，结构清晰，信任感良好,信息完整，但专业性一般,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感高'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '内容专业，结构清晰，信任感良好'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '信息完整，但专业性一般'}"
139,paid_ad_cta,A,4.8,4.2,3.8,简洁有力，信息高度压缩，完美适配信息流的阅读场景。,结构清晰，但略显冗长，核心信息尚算清晰。,文案过于冗长，包含了大段的、不必要的细节，完全不适合作为付费广告。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，信息高度压缩，完美适配信息流的阅读场景。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '结构清晰，但略显冗长，核心信息尚算清晰。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案过于冗长，包含了大段的、不必要的细节，完全不适合作为付费广告。'}"
140,paid_ad_pas,A,5.0,4.2,3.0,极具冲击力的开头，迅速击中敏感肌痛点，CTA明确且有说服力。,文案内容详实但略显冗长，CTA较为模板化，吸引力稍逊。,灾难性的冗长，包含大量不必要的细节，完全不适合付费广告场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，迅速击中敏感肌痛点，CTA明确且有说服力。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容详实但略显冗长，CTA较为模板化，吸引力稍逊。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '灾难性的冗长，包含大量不必要的细节，完全不适合付费广告场景。'}"
141,paid_ad_bab,A,5.0,4.0,3.4,简洁有力，直接击中敏感肌痛点，CTA明确,遵循了之前-之后-桥梁结构，但CTA较弱,过于冗长，不适合快速滑动的信息流广告,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中敏感肌痛点，CTA明确'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '遵循了之前-之后-桥梁结构，但CTA较弱'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '过于冗长，不适合快速滑动的信息流广告'}"
142,paid_ad_fab,B,4.2,4.6,4.0,文案简洁且信息完整，但开头缺乏足够的吸引力。,文案简洁有力，开头直接针对目标受众，但CTA略显模板化。,文案过于冗长，包含大量不必要的细节，不适合快速浏览的信息流广告。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁且信息完整，但开头缺乏足够的吸引力。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，开头直接针对目标受众，但CTA略显模板化。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案过于冗长，包含大量不必要的细节，不适合快速浏览的信息流广告。'}"
143,social_media_review,A,5.0,4.0,3.0,真实感强，专业与情感完美结合,信息丰富但稍显冗长,情感化但专业性不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，专业与情感完美结合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息丰富但稍显冗长'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '情感化但专业性不足'}"
144,social_media_educational,A,5.0,4.0,3.0,专业科普，故事性强,科学性强，但故事性稍弱,情感丰富，专业性不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，故事性强'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '科学性强，但故事性稍弱'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '情感丰富，专业性不足'}"
145,social_media_myth_busting,A,5.0,3.5,2.5,专业且引人入胜的科普,信息全面但缺乏亮点,过于营销化，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的科普'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息全面但缺乏亮点'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 2, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '过于营销化，缺乏深度'}"
146,social_media_storytelling,A,5.0,3.5,2.5,真实感人设，完美契合品牌,专业但故事性稍弱,广告感强，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感人设，完美契合品牌'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '专业但故事性稍弱'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 2, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '广告感强，缺乏深度'}"
147,ecommerce_long_form,A,5.0,4.0,3.0,专业性强，逻辑清晰，信任感高,信息完整，但论证稍显不足,内容全面，但结构略显松散,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，逻辑清晰，信任感高'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '信息完整，但论证稍显不足'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '内容全面，但结构略显松散'}"
148,paid_ad_cta,A,5.0,4.4,3.8,文案简洁有力，钩子问题引发思考，CTA明确。,文案吸引人但稍显冗长，CTA有效但不够突出。,文案结构清晰但过于模板化，缺乏即时吸引力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，钩子问题引发思考，CTA明确。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案吸引人但稍显冗长，CTA有效但不够突出。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案结构清晰但过于模板化，缺乏即时吸引力。'}"
149,paid_ad_pas,A,5.0,3.0,4.2,文案简洁有力，直接击中痛点并迅速提出解决方案，完美符合信息流广告的要求。,文案过于冗长，包含大量不必要的细节，完全不适合作为付费广告。,文案结构清晰，但部分内容略显啰嗦，可以进一步精简以提高吸引力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，直接击中痛点并迅速提出解决方案，完美符合信息流广告的要求。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案过于冗长，包含大量不必要的细节，完全不适合作为付费广告。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，但部分内容略显啰嗦，可以进一步精简以提高吸引力。'}"
150,paid_ad_bab,A,4.6,3.0,4.4,简洁有力，信息高度压缩，完美适配信息流广告,过于冗长，完全不适合作为付费广告,行动号召明确且有说服力，但略有啰嗦,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，信息高度压缩，完美适配信息流广告'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '过于冗长，完全不适合作为付费广告'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '行动号召明确且有说服力，但略有啰嗦'}"
151,paid_ad_fab,A,4.8,4.6,3.4,简洁有力，信息高度压缩，完美适配信息流广告,开头极具吸引力，能迅速激发好奇心,灾难性的冗长，完全不适合作为付费广告,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，信息高度压缩，完美适配信息流广告'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '开头极具吸引力，能迅速激发好奇心'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '灾难性的冗长，完全不适合作为付费广告'}"
152,social_media_review,A,5.0,4.25,3.25,真实感强，专业与情感完美融合,成分解析深入，使用体验详细,情感表达丰富，但专业性稍弱,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，专业与情感完美融合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '成分解析深入，使用体验详细'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感表达丰富，但专业性稍弱'}"
153,social_media_educational,A,5.0,4.0,3.25,专业科普，完美契合品牌,生动有趣，稍欠专业深度,基础介绍，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，完美契合品牌'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '生动有趣，稍欠专业深度'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '基础介绍，缺乏深度'}"
154,social_media_myth_busting,A,5.0,4.0,3.0,专业科普，完美契合品牌,故事性强，稍显广告感,内容普通，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，完美契合品牌'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '故事性强，稍显广告感'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '内容普通，缺乏深度'}"
155,social_media_storytelling,A,4.75,4.5,3.25,真实故事感强，品牌契合度高,内容价值高，互动潜力大,广告感较重，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事感强，品牌契合度高'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '内容价值高，互动潜力大'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，缺乏深度'}"
156,ecommerce_long_form,A,5.0,3.0,4.0,专业严谨，说服力强,信息完整但缺乏深度,清晰易懂，价值传递明确,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业严谨，说服力强'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '信息完整但缺乏深度'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '清晰易懂，价值传递明确'}"
157,paid_ad_cta,A,4.6,3.8,3.4,钩子极具吸引力，科学配方和皮肤科医生验证增加了可信度。,开头中规中矩，但实验数据增加了说服力。,过于冗长，信息流广告中容易被忽略。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子极具吸引力，科学配方和皮肤科医生验证增加了可信度。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '开头中规中矩，但实验数据增加了说服力。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '过于冗长，信息流广告中容易被忽略。'}"
