index,content_type,best_model,base_avg_score,sft_avg_score,grpo_avg_score,base_critique,sft_critique,grpo_critique,base_scores,sft_scores,grpo_scores
118,social_media_myth_busting,B,3.25,4.5,4.5,广告感较重，故事性不足,专业性强，品牌契合度高,内容价值高，互动潜力大,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，故事性不足'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业性强，品牌契合度高'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '内容价值高，互动潜力大'}"
119,social_media_storytelling,B,3.75,4.5,3.75,故事性一般，广告感较重,真实感强，品牌契合度高,内容中规中矩，缺乏亮点,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '故事性一般，广告感较重'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '内容中规中矩，缺乏亮点'}"
120,ecommerce_long_form,C,3.6666666666666665,3.3333333333333335,5.0,专业性强，信息清晰,信任感强，论证一般,全面优秀，说服力强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 3, 'critique': '专业性强，信息清晰'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 4, 'critique': '信任感强，论证一般'}","{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '全面优秀，说服力强'}"
121,paid_ad_cta,B,4.2,5.0,4.2,文案内容丰富，但略显冗长，不够简洁。,文案简洁有力，极具吸引力，完美符合信息流广告的要求。,文案简洁，但钩子部分吸引力稍显不足。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容丰富，但略显冗长，不够简洁。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，极具吸引力，完美符合信息流广告的要求。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁，但钩子部分吸引力稍显不足。'}"
122,paid_ad_pas,B,3.8,4.8,4.8,文案结构完整，但略显冗长，不够简洁。,文案简洁有力，痛点放大和解决方案结合紧密，CTA明确。,文案极其简洁，信息高度压缩，但点击吸引力稍逊于模型B。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构完整，但略显冗长，不够简洁。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点放大和解决方案结合紧密，CTA明确。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极其简洁，信息高度压缩，但点击吸引力稍逊于模型B。'}"
123,paid_ad_bab,C,3.6,4.6,5.0,文案过于冗长，不符合信息流广告的简洁要求。,简洁有力，但CTA稍显模板化。,简洁且极具吸引力，CTA明确有力。,"{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案过于冗长，不符合信息流广告的简洁要求。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，但CTA稍显模板化。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁且极具吸引力，CTA明确有力。'}"
124,paid_ad_fab,B,3.6,5.0,4.4,文案过于冗长，包含大量不必要的细节，不适合快速浏览的信息流广告。,文案简洁有力，迅速抓住注意力，并明确引导用户行动，完美符合信息流广告的要求。,文案结构清晰，但相比模型B略显啰嗦，吸引力稍逊一筹。,"{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案过于冗长，包含大量不必要的细节，不适合快速浏览的信息流广告。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，迅速抓住注意力，并明确引导用户行动，完美符合信息流广告的要求。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，但相比模型B略显啰嗦，吸引力稍逊一筹。'}"
125,social_media_review,B,3.25,4.25,2.75,情感真挚但专业感不足,专业与真实感平衡出色,内容略显单薄,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感真挚但专业感不足'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '专业与真实感平衡出色'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '内容略显单薄'}"
126,social_media_educational,C,3.25,4.25,5.0,广告感较重，缺乏故事性,科普性强，品牌契合度高,科学专业，故事代入感强,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，缺乏故事性'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普性强，品牌契合度高'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科学专业，故事代入感强'}"
127,social_media_myth_busting,B,4.0,4.75,4.0,信息丰富但故事性较弱,专业且引人入胜,简洁但缺乏深度,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '信息丰富但故事性较弱'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '简洁但缺乏深度'}"
128,social_media_storytelling,C,3.25,4.25,5.0,故事性一般，广告感较重,故事真实，品牌契合度高,故事引人入胜，品牌完美融合,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '故事性一般，广告感较重'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '故事真实，品牌契合度高'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '故事引人入胜，品牌完美融合'}"
129,ecommerce_long_form,C,3.6666666666666665,3.3333333333333335,5.0,专业性强，信息清晰,信任感强，说服力一般,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 3, 'critique': '专业性强，信息清晰'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 4, 'critique': '信任感强，说服力一般'}","{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业清晰，信任感强'}"
130,paid_ad_cta,C,4.4,3.8,4.8,行动号召明确有力，但文案略显冗长。,文案简洁，但CTA较弱，吸引力不足。,简洁有力，吸引力强，完美符合信息流广告要求。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '行动号召明确有力，但文案略显冗长。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案简洁，但CTA较弱，吸引力不足。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，吸引力强，完美符合信息流广告要求。'}"
131,paid_ad_pas,B,3.4,5.0,4.0,灾难性的冗长，完全不适合作为付费广告,简洁有力，完美符合信息流广告要求,缺乏明确的行动号召,"{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '灾难性的冗长，完全不适合作为付费广告'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，完美符合信息流广告要求'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '缺乏明确的行动号召'}"
132,paid_ad_bab,C,4.2,3.8,4.8,文案结构完整，但桥梁部分略显冗长，不够简洁。,文案简洁，但缺乏明确的之前-之后-桥梁结构，吸引力不足。,文案结构清晰，简洁有力，吸引力强，完美遵循指令。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构完整，但桥梁部分略显冗长，不够简洁。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案简洁，但缺乏明确的之前-之后-桥梁结构，吸引力不足。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，简洁有力，吸引力强，完美遵循指令。'}"
133,paid_ad_fab,C,3.4,4.4,5.0,灾难性的冗长，完全不适合作为付费广告,简洁明了，科学配方的描述吸引人,简洁有力，点击吸引力强，CTA明确,"{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '灾难性的冗长，完全不适合作为付费广告'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁明了，科学配方的描述吸引人'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，点击吸引力强，CTA明确'}"
134,social_media_review,C,3.25,4.25,5.0,广告感较重，缺乏深度,情感真挚，互动性强,专业且真实，完美契合,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，缺乏深度'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚，互动性强'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且真实，完美契合'}"
135,social_media_educational,B,3.25,4.75,4.25,情感丰富但专业感不足,科学专业且内容充实,实用性强且贴近用户,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感丰富但专业感不足'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科学专业且内容充实'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '实用性强且贴近用户'}"
136,social_media_myth_busting,B,3.25,5.0,4.25,广告感较重，故事性不足,真实感强，专业与情感融合,科学性强，但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，故事性不足'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，专业与情感融合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科学性强，但故事性稍弱'}"
137,social_media_storytelling,C,3.25,4.25,5.0,故事性一般，广告感较重,故事真实，品牌契合度高,故事引人入胜，品牌完美融合,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '故事性一般，广告感较重'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '故事真实，品牌契合度高'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '故事引人入胜，品牌完美融合'}"
138,ecommerce_long_form,C,3.3333333333333335,4.333333333333333,5.0,信息全面但论证平淡,专业且信任感强,科学严谨，价值清晰,"{'score_professionalism_persuasion': 3, 'score_clarity_value': 4, 'score_trust_building': 3, 'critique': '信息全面但论证平淡'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 5, 'critique': '专业且信任感强'}","{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '科学严谨，价值清晰'}"
139,paid_ad_cta,C,4.0,4.4,5.0,文案冗长，重复信息较多，不够简洁。,文案结构清晰，但钩子部分略显平淡。,文案简洁有力，钩子直接击中痛点，CTA明确。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案冗长，重复信息较多，不够简洁。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，但钩子部分略显平淡。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，钩子直接击中痛点，CTA明确。'}"
140,paid_ad_pas,B,3.4,5.0,4.6,灾难性的冗长，完全不适合作为付费广告,极具冲击力，能迅速激发好奇心或击中痛点,简洁精炼，但CTA稍弱,"{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '灾难性的冗长，完全不适合作为付费广告'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力，能迅速激发好奇心或击中痛点'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁精炼，但CTA稍弱'}"
141,paid_ad_bab,B,4.2,5.0,3.4,文案内容详细，但略显冗长，适合深度阅读但不符合信息流广告的短平快要求。,文案简洁有力，快速击中痛点，行动号召明确，完美符合信息流广告的要求。,文案过于冗长，缺乏即时吸引力，不符合信息流广告的快速阅读需求。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容详细，但略显冗长，适合深度阅读但不符合信息流广告的短平快要求。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，快速击中痛点，行动号召明确，完美符合信息流广告的要求。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案过于冗长，缺乏即时吸引力，不符合信息流广告的快速阅读需求。'}"
142,paid_ad_fab,B,3.6,4.4,4.4,文案冗长，包含过多细节，不适合快速滑动浏览的信息流广告。,简洁明了，核心信息突出，但CTA较弱。,极具吸引力，能迅速抓住注意力，但CTA不够明确。,"{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案冗长，包含过多细节，不适合快速滑动浏览的信息流广告。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁明了，核心信息突出，但CTA较弱。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具吸引力，能迅速抓住注意力，但CTA不够明确。'}"
143,social_media_review,C,3.25,4.25,5.0,广告感较重，但信息完整,内容丰富，品牌契合度高,真实感强，品牌契合完美,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，但信息完整'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '内容丰富，品牌契合度高'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合完美'}"
144,social_media_educational,B,3.25,4.75,4.25,广告感较重，缺乏深度,科学性强，品牌契合度高,信息丰富，但稍显冗长,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，缺乏深度'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科学性强，品牌契合度高'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '信息丰富，但稍显冗长'}"
145,social_media_myth_busting,B,3.25,4.75,4.25,广告感较重，缺乏深度,专业且引人入胜,科学且实用,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，缺乏深度'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科学且实用'}"
146,social_media_storytelling,B,3.25,5.0,4.25,广告感较重，缺乏深度,故事引人入胜，品牌契合度高,真实感强，互动潜力大,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，缺乏深度'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '故事引人入胜，品牌契合度高'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，互动潜力大'}"
147,ecommerce_long_form,C,3.6666666666666665,4.666666666666667,5.0,专业性强，但信任感稍弱,专业且清晰，信任感强,全面优秀，极具说服力,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 3, 'critique': '专业性强，但信任感稍弱'}","{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}","{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '全面优秀，极具说服力'}"
148,paid_ad_cta,B,4.4,4.8,4.0,行动号召明确有力，但文案略显冗长。,简洁有力，钩子极具吸引力。,信息准确但缺乏冲击力。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '行动号召明确有力，但文案略显冗长。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，钩子极具吸引力。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '信息准确但缺乏冲击力。'}"
149,paid_ad_pas,C,3.8,4.0,5.0,文案结构清晰，但略显冗长，不够简洁。,文案内容丰富，但CTA部分较弱。,文案简洁有力，CTA明确，吸引力强。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，但略显冗长，不够简洁。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案内容丰富，但CTA部分较弱。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，CTA明确，吸引力强。'}"
150,paid_ad_bab,C,4.2,3.4,5.0,文案结构完整，但部分内容略显冗长，可以更简洁。,文案过于冗长，且结构顺序不符合之前-之后-桥梁的标准。,文案简洁有力，结构清晰，完全符合之前-之后-桥梁风格，且信息准确。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构完整，但部分内容略显冗长，可以更简洁。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案过于冗长，且结构顺序不符合之前-之后-桥梁的标准。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，结构清晰，完全符合之前-之后-桥梁风格，且信息准确。'}"
151,paid_ad_fab,B,3.4,5.0,4.8,灾难性的冗长，完全不适合作为付费广告,极具冲击力，能迅速激发好奇心或击中痛点,简洁有力，但开头吸引力略逊于模型B,"{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '灾难性的冗长，完全不适合作为付费广告'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力，能迅速激发好奇心或击中痛点'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，但开头吸引力略逊于模型B'}"
152,social_media_review,C,3.25,4.25,4.75,情感真挚但专业感不足,专业与真实完美平衡,科学性与故事性俱佳,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感真挚但专业感不足'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '专业与真实完美平衡'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科学性与故事性俱佳'}"
153,social_media_educational,C,3.25,4.5,5.0,中规中矩的科普文案,引人入胜的科学故事,专业与故事完美结合,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '中规中矩的科普文案'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '引人入胜的科学故事'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与故事完美结合'}"
154,social_media_myth_busting,B,3.25,5.0,4.5,广告感较重，故事性不足,科学性强，故事引人入胜,专业性强，但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，故事性不足'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科学性强，故事引人入胜'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业性强，但故事性稍弱'}"
155,social_media_storytelling,C,3.25,4.25,5.0,广告感较重，故事性不足,真实感强，品牌契合度高,故事引人入胜，专业性强,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，故事性不足'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '故事引人入胜，专业性强'}"
156,ecommerce_long_form,B,3.6666666666666665,4.666666666666667,4.666666666666667,专业性强，但信任感稍弱,科学性强，信息清晰,信任感强，适用性广,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 3, 'critique': '专业性强，但信任感稍弱'}","{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '科学性强，信息清晰'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '信任感强，适用性广'}"
157,paid_ad_cta,B,4.2,5.0,4.4,利益点部分略显冗长，但CTA明确且有吸引力。,简洁有力，科学数据增强可信度，CTA直接。,成分解释详细，但开头问题略显平淡。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '利益点部分略显冗长，但CTA明确且有吸引力。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，科学数据增强可信度，CTA直接。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '成分解释详细，但开头问题略显平淡。'}"
158,paid_ad_pas,B,3.6,4.8,4.6,文案过于冗长，不符合信息流广告的简洁要求,文案简洁有力，能够迅速抓住注意力,文案结构清晰，行动号召明确,"{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案过于冗长，不符合信息流广告的简洁要求'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，能够迅速抓住注意力'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，行动号召明确'}"
